legacy_id,opportunity_id,opportunity_title_ar,parent_event_id,parent_event_title_ar,domain_id,domain_title_ar,domain_category,event_description,event_environment,event_frequency,event_related_domains,daily_event_id,routine_station_link,legacy_purpose_text,legacy_participation_level,legacy_future_participation_level,legacy_role_scope,legacy_organization_demand,legacy_variation_demand,legacy_classification_reason,legacy_safety_mode,legacy_assistance_levels,legacy_performance_indicators,legacy_independence_mastery,legacy_instructions_before_start,legacy_execution_steps,legacy_make_it_easier,legacy_support_notes,legacy_card_id,legacy_card_count,display_order,status,review_required,source_file_field,source_file,source_row_index,reference_source,framework_validated,resolvable_in_production_boundary,card_pending,superseded_by_framework_reference,normalized_title,has_parent_event,has_title,has_purpose,has_execution_content,has_assistance_fields,has_performance_fields,exact_title_equals_parent_event,matched_tokens,matched_fields
HEALTH-087-OP001,HEALTH-087-OP001,الذهاب للمركز لتلقي لقاح الإنفلونزا مثلاً,HEALTH-087,تلقي التطعيم الإضافي,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,أخذ لقاح موسمي للإنفلونزا أو كورونا أو غيره,المركز الصحي/العيادة,موسميًا,الصحة، الوقاية,HEALTH-087,,ليشارك في خطوة رعاية صحية موسمية تخص الأسرة.,moderate,,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,,المشاركة بحضورك وطمأنته، التعاون بمفرده بثقة، المشاركة الكاملة بهدوء.,يتعاون مع الإجراء بهدوء متزايد.,التطعيم مكتمل، والعودة للمنزل.,ذكّره بهدوء أن هذا إجراء معتاد وآمن.,التوجه للمركز، السماح بالتطعيم.,رافقه أول مرة لمعرفة الخطوات.,لا يتطلب أدوات دعم إضافية.,HEALTH-087-CARD001,1,1,معتمد مبدئيًا,true,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,771,legacy_master,false,true,false,,الذهاب للمركز لتلقي لقاح الانفلونزا مثلا,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-088-OP001,HEALTH-088-OP001,مرافقة الطفل لعيادة التطعيم,HEALTH-088,تطعيم الأطفال الروتيني,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,إعطاء الطفل اللقاحات المقررة في جدول التطعيم الوطني,المركز الصحي,حسب الجدول,الصحة، رعاية الطفل,HEALTH-088,,ليساهم في دعم أخيه الصغير خلال زيارة تخصه.,moderate,,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المرافقة بحضوره، المساعدة الجزئية، المرافقة الكاملة.,يقدّم حضورًا داعمًا وهادئًا لأخيه.,تطعيم الطفل مكتمل، والعودة معًا للمنزل.,ذكّره بدوره كأخ كبير مساند وهادئ.,المشي بجانب الطفل، الجلوس معه في الانتظار.,اطلب منه الإمساك بيد أخيه إن كان ذلك مريحًا.,لا يتطلب أدوات دعم إضافية.,HEALTH-088-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,772,legacy_master,false,true,false,,مرافقه الطفل لعياده التطعيم,true,true,true,true,true,true,false,,
HEALTH-089-OP001,HEALTH-089-OP001,تجهيز دفتر التطعيمات الخاص بالطفل للزيارة,HEALTH-089,تطعيم قبل المدرسة,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,إعطاء الطفل اللقاحات المطلوبة قبل دخول المدرسة,المركز الصحي,قبل المدرسة,الصحة، رعاية الطفل، التعليم,HEALTH-089,,ليساهم في تجهيز أوراق تخص أخيه قبل موعد مهم.,moderate,,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,,المساعدة في التجهيز، التجهيز بمفرده، التجهيز الكامل.,يجهز الدفتر بثقة متزايدة.,الدفتر جاهز للموعد.,حدد مكان حفظ دفتر التطعيمات.,إحضار الدفتر، وضعه في حقيبة الطفل.,خصص مكانًا ثابتًا لدفتر التطعيمات.,مكان ثابت لدفتر التطعيمات.,HEALTH-089-CARD001,1,1,معتمد مبدئيًا,true,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,773,legacy_master,false,true,false,,تجهيز دفتر التطعيمات الخاص بالطفل للزياره,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-090-OP001,HEALTH-090-OP001,أخذ اللقاحات المحددة قبل موعد السفر,HEALTH-090,تطعيم السفر,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,أخذ لقاحات مطلوبة قبل السفر لوجهة معينة,المركز الصحي,قبل السفر,الصحة، السفر,HEALTH-090,,ليشارك في خطوة استعداد تخص رحلة تنتظرها الأسرة.,moderate,,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,,المشاركة بحضورك وطمأنته، التعاون بمفرده بثقة، المشاركة الكاملة بهدوء.,يتعاون مع الإجراء بهدوء متزايد.,الاستعداد مكتمل، والانتظار لموعد السفر.,ذكّره بهدوء أن هذا استعداد معتاد قبل السفر.,التوجه للمركز، السماح بالتطعيمات المحددة من الطبيب.,اربط الموعد بترقب الرحلة القادمة.,لا يتطلب أدوات دعم إضافية.,HEALTH-090-CARD001,1,1,معتمد مبدئيًا,true,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,774,legacy_master,false,true,false,,اخذ اللقاحات المحدده قبل موعد السفر,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-091-OP001,HEALTH-091-OP001,إجراء الفحوصات الطبية المحددة من شركة التأمين,HEALTH-091,فحص صحة عامة للتأمين,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,إجراء فحوصات طبية مطلوبة للتأمين الصحي أو تأمين الحياة,المستشفى/المركز,عند التقديم,الصحة، الإدارة المالية,HEALTH-091,,ليشارك في متابعة صحية تخص أوراق الأسرة الرسمية.,moderate,,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,المرافقة أثناء الفحوصات، المشاركة الجزئية بثقة، المشاركة الكاملة ضمن إشراف الفريق الطبي.,يتفاعل مع الفحوصات بهدوء متزايد.,الفحص مكتمل، والأوراق جاهزة للتأمين.,جهّز الأوراق المطلوبة من شركة التأمين.,التوجه للعيادة، المشاركة في الفحوصات حسب توجيه الفريق الطبي.,اشرح له بهدوء أن هذه فحوصات روتينية معتادة.,لا يتطلب أدوات دعم إضافية.,HEALTH-091-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,775,legacy_master,false,true,false,,اجراء الفحوصات الطبيه المحدده من شركه التامين,true,true,true,true,true,true,false,,
HEALTH-092-OP001,HEALTH-092-OP001,إحضار استمارة الفحص الرياضي للطبيب لتعبئتها,HEALTH-092,فحص ما قبل الرياضة,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,إجراء فحص طبي للتأكد من اللياقة قبل ممارسة رياضة منظمة,العيادة/المستشفى,سنويًا,الرياضة، الصحة,HEALTH-092,,ليساهم في تجهيز أوراق تخص نشاطه الرياضي.,moderate,,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المساعدة في التقديم، التقديم بمفرده، التقديم الكامل بثقة.,يقدّم الاستمارة بثقة متزايدة.,الاستمارة جاهزة للنشاط الرياضي القادم.,جهّز الاستمارة في متناول يده.,التوجه للطبيب، تقديم الاستمارة.,رافقه أول مرة لمعرفة الخطوة.,لا يتطلب أدوات دعم إضافية.,HEALTH-092-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,776,legacy_master,false,true,false,,احضار استماره الفحص الرياضي للطبيب لتعبئتها,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-093-OP001,HEALTH-093-OP001,التوجه للعيادة للكشف على مكان الإصابة,HEALTH-093,فحص ما بعد حادث أو إصابة,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,زيارة الطبيب للتأكد من سلامة العظام والأنسجة بعد حادث,العيادة/المستشفى,بعد الحادث,الصحة، السلامة,HEALTH-093,,ليشارك في خطوة تخص متابعته الصحية بعد حادث بسيط.,moderate,,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,,المشاركة بحضورك وطمأنته، الكشف بمفرده بثقة، المشاركة الكاملة بهدوء.,يتعاون مع الكشف بهدوء متزايد.,الفحص مكتمل، ومتابعة توجيهات الطبيب.,حافظ على هدوئك ليشعر بالطمأنينة.,التوجه للعيادة، السماح بالكشف على مكان الإصابة.,اطمئنه أن الطبيب سيتحقق من كل شيء بعناية.,لا يتطلب أدوات دعم إضافية.,HEALTH-093-CARD001,1,1,معتمد مبدئيًا,true,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,777,legacy_master,false,true,false,,التوجه للعياده للكشف علي مكان الاصابه,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-094-OP001,HEALTH-094-OP001,الاتصال بخدمة الرعاية المنزلية لطلب الزيارة,HEALTH-094,استدعاء الطبيب أو التمريض المنزلي,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,الاتصال بالخدمات الطبية المنزلية لزيارة مريض في البيت,المنزل,عند الحاجة,الصحة، التواصل,HEALTH-094,,ليمارس تواصلًا مباشرًا خلال مهمة تخص صحة الأسرة.,moderate,,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,المرافقة أثناء الاتصال، المشاركة بجملة واحدة، الاتصال الكامل بمفرده.,يتواصل مع الخدمة بثقة متزايدة.,الزيارة محجوزة، والانتظار للطبيب أو الممرض.,جهّز معه جملة بسيطة لطلب الزيارة.,الاتصال بالخدمة، طلب موعد الزيارة.,جهّز نقاطًا مكتوبة (العنوان، سبب الطلب) للمكالمة.,نقاط مكتوبة للمكالمة.,HEALTH-094-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,778,legacy_master,false,true,false,,الاتصال بخدمه الرعايه المنزليه لطلب الزياره,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-095-OP001,HEALTH-095-OP001,الاتصال برقم الطوارئ وتحديد الموقع بدقة,HEALTH-095,طلب الإسعاف أو النجدة,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,الاتصال برقم الطوارئ لطلب سيارة إسعاف,المنزل/الشارع,عند الطوارئ,الصحة، السلامة,HEALTH-095,,ليساهم في موقف طارئ يخص أسرته إن كان مستعدًا وقادرًا.,moderate,,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,أنت تتولى الاتصال، مشاركة بذكر العنوان إن كان مستعدًا، حسب طبيعة الموقف.,يساهم بالقدر الذي يسمح به الموقف.,الانتظار لوصول فريق الإسعاف.,إن كان الموقف حرجًا، تولَّ أنت الاتصال؛ يمكنه المشاركة إن كان الموقف يسمح.,الاتصال برقم الطوارئ، ذكر العنوان بوضوح إن كان مستعدًا.,احفظ العنوان مكتوبًا في مكان ثابت وسهل الوصول لحالات الطوارئ.,عنوان المنزل مكتوب وثابت.,HEALTH-095-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,779,legacy_master,false,true,false,,الاتصال برقم الطوارئ وتحديد الموقع بدقه,true,true,true,true,true,true,false,,
HEALTH-096-OP001,HEALTH-096-OP001,إحضار حقيبة الإسعافات الأولية,HEALTH-096,تقديم إسعاف أولي في المنزل,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,إجراء إجراءات طبية أولية بسيطة للمصاب قبل وصول المساعدة,المنزل,عند الحاجة,الصحة، السلامة,HEALTH-096,,ليساهم بخطوة عملية بسيطة تخص سلامة الأسرة.,simple,,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المساعدة في الإحضار، الإحضار بمفرده، التسليم الكامل بثقة.,يحضر الحقيبة بسرعة وثقة متزايدة.,الإسعاف الأولي يُجرى من قِبل شخص مسؤول ومؤهل بالأسرة.,حدد مكان حقيبة الإسعافات الثابت.,إحضار الحقيبة، تسليمها للشخص المسؤول عن الإسعاف.,خصص مكانًا ثابتًا ومعروفًا للحقيبة.,مكان ثابت ومعروف للحقيبة.,HEALTH-096-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,780,legacy_master,false,true,false,,احضار حقيبه الاسعافات الاوليه,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-097-OP001,HEALTH-097-OP001,مساعدة المصاب للوصول للسيارة والتوجه للمستشفى,HEALTH-097,نقل مصاب بالسيارة للمستشفى,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,نقل شخص مصاب بسيارة خاصة لأقرب مستشفى أو مركز صحي,السيارة/الطريق,عند الطوارئ,الصحة، السلامة، التنقل,HEALTH-097,,ليقدّم دعمًا لفرد من أسرته خلال موقف يحتاج تعاونًا سريعًا.,advanced,,advanced,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,,فتح الباب فقط، المساعدة الجزئية بإشراف، المشاركة حسب الموقف والقدرة.,يساهم بهدوء وتعاون متزايد.,التوجه للمستشفى، والانتقال إلى الانتظار في قسم الطوارئ.,حدد معه دوره البسيط والآمن في المساعدة.,فتح الباب، المساعدة البسيطة حسب توجيه البالغين.,اقتصر دوره على فتح الأبواب أو حمل غرض خفيف.,لا يتطلب أدوات دعم إضافية.,HEALTH-097-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,781,legacy_master,false,true,false,,مساعده المصاب للوصول للسياره والتوجه للمستشفي,true,true,true,true,true,true,false,,
HEALTH-098-OP001,HEALTH-098-OP001,إحضار ميزان الحرارة,HEALTH-098,قياس درجة الحرارة,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام ميزان حرارة للتحقق من وجود حمى,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-098,,ليساهم في متابعة روتينية بسيطة تخص صحته أو صحة أسرته.,moderate,,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,المساعدة في الإحضار، الإحضار بمفرده، التجهيز الكامل.,يحضر الميزان بثبات دون تذكير.,الانتقال إلى قياس الحرارة وقراءة النتيجة.,ضع الميزان في مكان يسهل الوصول له.,إحضار الميزان، تجهيزه.,خصص مكانًا ثابتًا للميزان.,مكان ثابت للميزان.,HEALTH-098-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,782,legacy_master,false,true,false,,احضار ميزان الحراره,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-098-OP002,HEALTH-098-OP002,قياس الحرارة وقراءة النتيجة,HEALTH-098,قياس درجة الحرارة,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام ميزان حرارة للتحقق من وجود حمى,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-098,,ليشارك في متابعة صحية بسيطة تخص أسرته.,moderate,,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,,المساعدة في القياس، القياس بمفرده، القراءة والتسجيل الكامل.,يقيس ويقرأ النتيجة بثقة متزايدة.,النتيجة مسجّلة ومتابَعة مع الأسرة.,اعرض عليه طريقة استخدام الميزان (تحت الإبط مثلًا).,وضع الميزان، الانتظار، قراءة النتيجة.,استخدم ميزانًا بشاشة كبيرة وواضحة.,ميزان بشاشة كبيرة وواضحة.,HEALTH-098-CARD002,1,2,معتمد مبدئيًا,true,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,783,legacy_master,false,true,false,,قياس الحراره وقراءه النتيجه,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-099-OP001,HEALTH-099-OP001,وضع الأصابع على المعصم لعد النبض,HEALTH-099,فحص النبض والتنفس,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,قياس معدل ضربات القلب والتنفس للتأكد من استقرار العلامات الحيوية,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-099,,ليشارك في متابعة صحية بسيطة تخص أسرته.,simple,,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المساعدة في الوضع، المحاولة بمفرده بإشرافك، المشاركة الكاملة بثقة.,يشارك في المحاولة بثقة متزايدة.,المتابعة مسجّلة مع الأسرة.,اعرض عليه مكان النبض على المعصم.,وضع أصابعه برفق، محاولة الشعور بالنبض بمساعدتك.,جرّب الخطوة على نبضه هو أولًا كمثال مألوف.,تجربة مسبقة على نبضه الخاص.,HEALTH-099-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,784,legacy_master,false,true,false,,وضع الاصابع علي المعصم لعد النبض,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-100-OP001,HEALTH-100-OP001,وضع جهاز قياس الأكسجين في الإصبع,HEALTH-100,فحص تشبع الأكسجين,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام جهاز قياس نبضي لمعرفة نسبة الأكسجين في الدم,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-100,,ليشارك بجسده في متابعة صحية بسيطة تخص أسرته.,simple,,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,,المساعدة في الوضع، الوضع بمفرده، الاستخدام الكامل بثقة.,يضع إصبعه بثبات متزايد.,الانتقال إلى قراءة النسبة المعروضة.,اعرض عليه شكل الجهاز قبل الاستخدام.,وضع إصبعه في الجهاز.,اطمئنه أن الجهاز غير مؤلم على الإطلاق.,لا يتطلب أدوات دعم إضافية.,HEALTH-100-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,785,legacy_master,false,true,false,,وضع جهاز قياس الاكسجين في الاصبع,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-100-OP002,HEALTH-100-OP002,قراءة النسبة المعروضة,HEALTH-100,فحص تشبع الأكسجين,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام جهاز قياس نبضي لمعرفة نسبة الأكسجين في الدم,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-100,,ليختم المتابعة بخطوة قراءة بسيطة يشارك فيها.,simple,,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المساعدة في القراءة، القراءة بمفرده، التسجيل الكامل بثقة.,يقرأ الرقم ويخبرك به بثقة متزايدة.,المتابعة مسجّلة مع الأسرة.,اعرض عليه شاشة الجهاز.,النظر للرقم، إخبارك به.,استخدم جهازًا بشاشة كبيرة وواضحة.,جهاز بشاشة كبيرة وواضحة.,HEALTH-100-CARD002,1,2,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,786,legacy_master,false,true,false,,قراءه النسبه المعروضه,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-101-OP001,HEALTH-101-OP001,رج البخاخ قبل الاستخدام,HEALTH-101,استخدام جهاز البخاخ الاستنشاقي,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام بخاخ الربو أو الاحتقان للتنفس بشكل أفضل,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-101,,ليشارك في روتين علاجي يخص صحته اليومية تحت إشراف الأسرة.,moderate,,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المساعدة في الرج، الرج بمفرده تحت إشرافك، المشاركة الكاملة بإشراف مباشر.,يرج البخاخ بثبات متزايد تحت إشرافك.,الانتقال إلى استنشاق الجرعة المحددة.,أنت من يحدد الجرعة والتوقيت وفق تعليمات الطبيب دائمًا.,إمساك البخاخ، رجه برفق قبل الاستخدام.,أرِه طريقة الرج مرة واحدة كمثال.,تعليمات الطبيب المكتوبة للجرعة والتوقيت.,HEALTH-101-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,787,legacy_master,false,true,false,,رج البخاخ قبل الاستخدام,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-101-OP002,HEALTH-101-OP002,استنشاق الجرعة المحددة,HEALTH-101,استخدام جهاز البخاخ الاستنشاقي,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام بخاخ الربو أو الاحتقان للتنفس بشكل أفضل,المنزل/العيادة,عند الحاجة,الصحة,HEALTH-101,,ليشارك في روتين علاجي يخص تنفسه تحت إشراف مباشر دائم.,simple,,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المراقبة معك، الاستنشاق بحضورك دائمًا، الاستخدام ضمن الروتين المعتاد وبحضورك.,يستخدم الجهاز في وقته المعتاد دون تذكير متكرر.,الروتين اليومي مكتمل حتى الجرعة القادمة.,ابقَ حاضرًا معه أثناء هذه الخطوة دائمًا.,وضع البخاخ في فمه، الاستنشاق وفق تعليمات الطبيب.,اجعلها جزءًا من روتين ثابت في وقت معتاد.,روتين وقت ثابت للبخاخ.,HEALTH-101-CARD002,1,2,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,788,legacy_master,false,true,false,,استنشاق الجرعه المحدده,true,true,true,true,true,true,false,مراقبة,legacy_assistance_levels
HEALTH-102-OP001,HEALTH-102-OP001,وضع الدواء في كأس الجهاز,HEALTH-102,استخدام جهاز النيبولايزر,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام جهاز البخاخ الدوائي لتبخير الدواء في الرئتين,المنزل,حسب الوصفة,الصحة,HEALTH-102,,ليشارك في تجهيز جلسة علاجية تخص صحته تحت إشراف الأسرة الكامل.,moderate,,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,المراقبة معك، المساعدة في الوضع بإشرافك، المشاركة المحدودة بإشراف كامل.,يساعد بثبات ضمن إشرافك المباشر.,الانتقال إلى ارتداء القناع وتشغيل الجهاز.,أنت من تحدد نوع وكمية الدواء وفق تعليمات الطبيب دائمًا.,مناولتك الدواء المحدد، المساعدة في وضعه في الكأس بإشرافك.,اقتصر دوره على المساعدة في الوضع بينما تتولى أنت تحديد الكمية.,تعليمات الطبيب المكتوبة للجرعة.,HEALTH-102-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,789,legacy_master,false,true,false,,وضع الدواء في كاس الجهاز,true,true,true,true,true,true,false,مراقبة,legacy_assistance_levels
HEALTH-102-OP002,HEALTH-102-OP002,ارتداء القناع وتشغيل الجهاز,HEALTH-102,استخدام جهاز النيبولايزر,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام جهاز البخاخ الدوائي لتبخير الدواء في الرئتين,المنزل,حسب الوصفة,الصحة,HEALTH-102,,ليشارك في جلسة علاجية روتينية تخص تنفسه.,moderate,,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,,المساعدة في الارتداء، الارتداء بمفرده بحضورك، الجلسة الكاملة بحضورك.,يجلس بهدوء متزايد أثناء الجلسة.,الجلسة العلاجية مكتملة حتى الموعد القادم.,ابقَ حاضرًا معه طوال الجلسة.,ارتداء القناع، الجلوس بهدوء أثناء عمل الجهاز.,جهّز نشاطًا هادئًا بسيطًا لملء وقت الجلسة (مثل الاستماع لقصة).,نشاط هادئ لملء وقت الجلسة.,HEALTH-102-CARD002,1,2,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,790,legacy_master,false,true,false,,ارتداء القناع وتشغيل الجهاز,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
HEALTH-103-OP001,HEALTH-103-OP001,التحكم بأزرار السرير لرفع أو خفض مسند الظهر,HEALTH-103,استخدام كرسي أو سرير طبي,DOM-HEALTH,الصحة والمواعيد,منزلي/مجتمعي,استخدام كرسي مريح أو سرير طبي قابل للتعديل للمريض في المنزل,المنزل,حسب الحالة,الصحة، إدارة المنزل,HEALTH-103,,ليساهم في راحته أو راحة فرد من أسرته بخطوة بسيطة.,moderate,,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,,المساعدة في الضغط، الضغط بمفرده، التحكم الكامل بثقة.,يتحكم بالأزرار بثقة متزايدة.,السرير مضبوط بالوضعية المريحة المطلوبة.,اعرض عليه أزرار التحكم ووظيفة كل زر.,الضغط على الزر المطلوب، ملاحظة الحركة.,استخدم أزرارًا كبيرة برموز واضحة (سهم لأعلى/أسفل).,أزرار برموز واضحة.,HEALTH-103-CARD001,1,1,معتمد مبدئيًا,false,Pasted text (3)(5).txt,src/data/knowledge/03_participation_opportunities.csv,791,legacy_master,false,true,false,,التحكم بازرار السرير لرفع او خفض مسند الظهر,true,true,true,true,true,true,false,بمفرده,legacy_assistance_levels
