event_id,domain_id,event_name,description,environment,frequency,related_domains,display_order,status,source_file
HEALTH-040,DOM-HEALTH,موعد فحص ما قبل الجراحة,زيارة طبيب لإجراء فحوصات قبل عملية جراحية مقررة,المستشفى/العيادة,قبل العملية,الصحة,40,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-041,DOM-HEALTH,موعد الجراحة أو العملية,حضور الموعد المحدد لإجراء عملية جراحية في المستشفى,غرفة العمليات,حسب الجدول,الصحة,41,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-042,DOM-HEALTH,الاستيقاظ من التخدير والتعافي,البقاء في غرفة الاستيقاظ ثم التعافي بعد العملية,غرفة الاستيقاظ/الردهة,بعد العملية,الصحة,42,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-043,DOM-HEALTH,خروج المريض من المستشفى,إنهاء إجراءات الخروج والعودة للمنزل بعد العملية أو العلاج,المستشفى,بعد العلاج,الصحة، التنقل,43,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-044,DOM-HEALTH,متابعة ما بعد الجراحة,زيارة الطبيب للتأكد من التئام الجرح وسلامة العملية,العيادة,بعد العملية,الصحة,44,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-045,DOM-HEALTH,تغيير ضماد أو فحص جرح,زيارة العيادة أو تغيير الضماد في المنزل للتأكد من نظافة الجرح,العيادة/المنزل,حسب الجرح,الصحة,45,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-046,DOM-HEALTH,إزالة غرز أو تبديل جبيرة,زيارة الطبيب لإزالة خيوط الغرز أو تبديل الجبيرة المكسورة,العيادة/المستشفى,بعد العملية/الكسر,الصحة,46,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-047,DOM-HEALTH,موعد أخذ عينة خزعة أو بزل,إجراء فحص أخذ عينة من نسيج أو سائل للتحليل المخبري,العيادة/المستشفى,عند الحاجة,الصحة,47,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-048,DOM-HEALTH,موعد نقل دم,الذهاب للمستشفى أو المركز لأخذ كيس دم أو صفائح,المستشفى,عند الحاجة,الصحة,48,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-049,DOM-HEALTH,موعد جلسة غسيل كلى,الذهاب لمركز الغسيل الكلوي لإجراء جلسة الغسيل,مركز الغسيل,حسب الجدول,الصحة,49,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-050,DOM-HEALTH,موعد جلسة علاج كيميائي أو إشعاعي,حضور جلسة العلاج الكيميائي أو الإشعاعي في المركز الصحي,مركز الأورام,حسب الجدول,الصحة,50,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-051,DOM-HEALTH,موعد استشارة تغذية,زيارة أخصائي تغذية لمناقشة الحمية والوجبات الصحية,عيادة التغذية,عند الحاجة,الصحة، المطبخ,51,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-052,DOM-HEALTH,فحص القدم السكري,فحص القدمين عند طبيب مختص للوقاية من قرحة السكري,عيادة القدم السكري,شهريًا,الصحة,52,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-053,DOM-HEALTH,فحص وظائف الكبد والفيروسات,إجراء تحليل دم لفحص إنزيمات الكبد والتهابات الكبد الفيروسية,المختبر,سنويًا/عند الحاجة,الصحة,53,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-054,DOM-HEALTH,فحص فيتامينات ومعادن,إجراء تحليل دم للتحقق من مستويات الفيتامينات والحديد,المختبر,عند الحاجة,الصحة,54,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-055,DOM-HEALTH,فحص الهرمونات,إجراء تحليل دم للتحقق من مستويات الهرمونات المختلفة,المختبر,عند الحاجة,الصحة,55,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-056,DOM-HEALTH,فحص الحساسية والجل,إجراء اختبار حساسية بالجل أو بالدم للكشف عن المسببات,العيادة/المختبر,عند الحاجة,الصحة,56,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-057,DOM-HEALTH,فحص المناعة والروماتيزم,إجراء تحاليل للكشف عن أمراض المناعة الذاتية أو الروماتيزم,المختبر,عند الحاجة,الصحة,57,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-058,DOM-HEALTH,موعد عيادة النوم أو تخطيط النوم,زيارة عيادة النوم لإجراء تخطيط النوم وفحص اضطرابات التنفس,مركز النوم,عند الحاجة,الصحة، النوم,58,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-059,DOM-HEALTH,فحص الشامات والجلد,زيارة طبيب الجلدية لفحص شامات جديدة أو تغييرات في الجلد,عيادة الجلدية,سنويًا,الصحة,59,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-060,DOM-HEALTH,فحص أسنان الأطفال الروتيني,زيارة طبيب أسنان الأطفال للفحص الوقائي والتنظيف,عيادة أسنان الأطفال,نصف سنويًا,الصحة، رعاية الطفل,60,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-061,DOM-HEALTH,تركيب أو تعديل تقويم الأسنان,زيارة طبيب التقويم لتعديل الأسلاك أو تركيب تقويم جديد,عيادة التقويم,شهريًا,الصحة,61,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-062,DOM-HEALTH,فحص عيون الأطفال (كسل العين),زيارة طبيب عيون الأطفال للكشف عن كسل العين أو الحول,عيادة عيون الأطفال,سنويًا,الصحة، رعاية الطفل,62,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-063,DOM-HEALTH,فحص سمع الأطفال (حديثي الولادة),إجراء فحص سمعي للرضع للكشف المبكر عن ضعف السمع,المستشفى/العيادة,بعد الولادة,الصحة، رعاية الطفل,63,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-064,DOM-HEALTH,فحص ما قبل الزواج,إجراء فحوصات طبية مطلوبة قانونياً قبل عقد الزواج,المستشفى/المركز الصحي,قبل الزواج,الصحة، المجتمع والثقافة,64,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-065,DOM-HEALTH,موعد فحص حمل أو توليد,زيارة طبيب النساء للمتابعة الدورية للحمل أو الموعد المتوقع للولادة,عيادة النساء,شهريًا (أثناء الحمل),الصحة، رعاية الطفل,65,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-066,DOM-HEALTH,موعد سونار حمل,إجراء تصوير بالموجات فوق الصوتية للجنين ومتابعة النمو,مركز الأشعة/العيادة,حسب جدول الحمل,الصحة، رعاية الطفل,66,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-067,DOM-HEALTH,موعد طبيب النساء الروتيني,زيارة دورية لطبيب النساء للفحص الوقائي,عيادة النساء,سنويًا,الصحة,67,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-068,DOM-HEALTH,فحص سرطان عنق الرحم (مسحة بابانيكولاو),إجراء مسحة للكشف المبكر عن سرطان عنق الرحم,عيادة النساء,سنويًا/كل 3 سنوات,الصحة، الوقاية,68,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-069,DOM-HEALTH,فحص الماموجرام (الثدي),إجراء تصوير أشعة للثدي للكشف المبكر عن الأورام,مركز الأشعة,سنويًا/كل سنتين,الصحة، الوقاية,69,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-070,DOM-HEALTH,فحص البروستاتا وPSA,إجراء فحص دم وفحص رقمي للبروستاتا للرجال,العيادة/المختبر,سنويًا (لمن فوق 50),الصحة، الوقاية,70,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-071,DOM-HEALTH,فحص منظار القولون,إجراء تنظير للقولون للكشف عن الأورام أو التقرحات,المستشفى,كل 5-10 سنوات,الصحة، الوقاية,71,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-072,DOM-HEALTH,فحص وظائف الرئة (تنفس),إجراء اختبار قياس التنفس للكشف عن الربو أو انتفاخ الرئة,عيادة الصدرية/المختبر,عند الحاجة,الصحة,72,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-073,DOM-HEALTH,فحص كثافة العظم (DEXA),إجراء أشعة لقياس كثافة العظام والكشف عن هشاشة العظام,مركز الأشعة,سنويًا (لمن فوق 50),الصحة,73,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-074,DOM-HEALTH,فحص الدوبلر والشرايين,إجراء تصوير بالموجات فوق الصوتية للشرايين والأوردة,مركز الأشعة,عند الحاجة,الصحة,74,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-075,DOM-HEALTH,فحص كهربية الدماغ (EEG),إجراء تخطيط كهربية الدماغ للكشف عن الصرع أو النوبات,المستشفى/المركز,عند الحاجة,الصحة,75,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-076,DOM-HEALTH,فحص العصب والعضل (EMG),إجراء تخطيط كهربية العضل والعصب للكشف عن الأضرار العصبية,المستشفى/المركز,عند الحاجة,الصحة,76,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-077,DOM-HEALTH,فحص باطن العين وضغط العين,فحص شبكية العين وقياس ضغط العين للكشف عن الماء الأزرق,عيادة العيون,سنويًا,الصحة,77,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-078,DOM-HEALTH,فحص حقل البصر,إجراء اختبار لقياس مدى رؤية الجوانب والمحيط,عيادة العيون,عند الحاجة,الصحة,78,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-079,DOM-HEALTH,فحص انكسار العين وتحديد النظارات,قياس درجات النظر لتحديد عدسات النظارات المناسبة,عيادة العيون,سنويًا,الصحة,79,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-080,DOM-HEALTH,تركيب عدسات لاصقة طبية,تركيب عدسات لاصقة بعد فحص مقاسات القرنية,عيادة العيون/المتجر,عند الحاجة,الصحة، المظهر الشخصي,80,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-081,DOM-HEALTH,فحص ومتابعة العدسات اللاصقة,مراجعة العين بعد فترة من تركيب العدسات للتأكد من السلامة,عيادة العيون,شهريًا/ربع سنوي,الصحة,81,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-082,DOM-HEALTH,شراء أدوية بدون وصفة,شراء أدوية مسكنات أو فيتامينات أو أدوية برد بدون وصفة,الصيدلية,عند الحاجة,الصحة، الميزانية,82,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-083,DOM-HEALTH,استشارة الصيدلي,سؤال الصيدلي عن استخدام دواء أو بديل أو أعراض جانبية,الصيدلية,عند الحاجة,الصحة، التواصل,83,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-084,DOM-HEALTH,طلب إعادة صرف الوصفة,الاتصال بالطبيب أو الصيدلية لتجديد دواء بشكل دوري,الهاتف/العيادة,شهريًا,الصحة,84,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-085,DOM-HEALTH,تسجيل أعراض جانبية للدواء,ملاحظة وتدوين أي أعراض غير طبيعية بعد تناول الدواء,المنزل,عند الحاجة,الصحة,85,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-086,DOM-HEALTH,تعديل جرعة أو وقف دواء,زيارة الطبيب لتعديل الجرعة أو إيقاف الدواء حسب الحالة,العيادة,عند الحاجة,الصحة,86,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-087,DOM-HEALTH,تلقي التطعيم الإضافي,أخذ لقاح موسمي للإنفلونزا أو كورونا أو غيره,المركز الصحي/العيادة,موسميًا,الصحة، الوقاية,87,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-088,DOM-HEALTH,تطعيم الأطفال الروتيني,إعطاء الطفل اللقاحات المقررة في جدول التطعيم الوطني,المركز الصحي,حسب الجدول,الصحة، رعاية الطفل,88,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-089,DOM-HEALTH,تطعيم قبل المدرسة,إعطاء الطفل اللقاحات المطلوبة قبل دخول المدرسة,المركز الصحي,قبل المدرسة,الصحة، رعاية الطفل، التعليم,89,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-090,DOM-HEALTH,تطعيم السفر,أخذ لقاحات مطلوبة قبل السفر لوجهة معينة,المركز الصحي,قبل السفر,الصحة، السفر,90,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-091,DOM-HEALTH,فحص صحة عامة للتأمين,إجراء فحوصات طبية مطلوبة للتأمين الصحي أو تأمين الحياة,المستشفى/المركز,عند التقديم,الصحة، الإدارة المالية,91,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-092,DOM-HEALTH,فحص ما قبل الرياضة,إجراء فحص طبي للتأكد من اللياقة قبل ممارسة رياضة منظمة,العيادة/المستشفى,سنويًا,الرياضة، الصحة,92,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-093,DOM-HEALTH,فحص ما بعد حادث أو إصابة,زيارة الطبيب للتأكد من سلامة العظام والأنسجة بعد حادث,العيادة/المستشفى,بعد الحادث,الصحة، السلامة,93,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-094,DOM-HEALTH,استدعاء الطبيب أو التمريض المنزلي,الاتصال بالخدمات الطبية المنزلية لزيارة مريض في البيت,المنزل,عند الحاجة,الصحة، التواصل,94,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-095,DOM-HEALTH,طلب الإسعاف أو النجدة,الاتصال برقم الطوارئ لطلب سيارة إسعاف,المنزل/الشارع,عند الطوارئ,الصحة، السلامة,95,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-096,DOM-HEALTH,تقديم إسعاف أولي في المنزل,إجراء إجراءات طبية أولية بسيطة للمصاب قبل وصول المساعدة,المنزل,عند الحاجة,الصحة، السلامة,96,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-097,DOM-HEALTH,نقل مصاب بالسيارة للمستشفى,نقل شخص مصاب بسيارة خاصة لأقرب مستشفى أو مركز صحي,السيارة/الطريق,عند الطوارئ,الصحة، السلامة، التنقل,97,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-098,DOM-HEALTH,قياس درجة الحرارة,استخدام ميزان حرارة للتحقق من وجود حمى,المنزل/العيادة,عند الحاجة,الصحة,98,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-099,DOM-HEALTH,فحص النبض والتنفس,قياس معدل ضربات القلب والتنفس للتأكد من استقرار العلامات الحيوية,المنزل/العيادة,عند الحاجة,الصحة,99,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-100,DOM-HEALTH,فحص تشبع الأكسجين,استخدام جهاز قياس نبضي لمعرفة نسبة الأكسجين في الدم,المنزل/العيادة,عند الحاجة,الصحة,100,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-101,DOM-HEALTH,استخدام جهاز البخاخ الاستنشاقي,استخدام بخاخ الربو أو الاحتقان للتنفس بشكل أفضل,المنزل/العيادة,عند الحاجة,الصحة,101,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-102,DOM-HEALTH,استخدام جهاز النيبولايزر,استخدام جهاز البخاخ الدوائي لتبخير الدواء في الرئتين,المنزل,حسب الوصفة,الصحة,102,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-103,DOM-HEALTH,استخدام كرسي أو سرير طبي,استخدام كرسي مريح أو سرير طبي قابل للتعديل للمريض في المنزل,المنزل,حسب الحالة,الصحة، إدارة المنزل,103,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-104,DOM-HEALTH,استخدام عكاز أو مشاية أو كرسي متحرك,الاعتماد على أدوات المشي أو الحركة للتنقل داخل وخارج المنزل,المنزل/الخارج,حسب الحالة,الصحة، التنقل,104,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-105,DOM-HEALTH,استخدام حمالة أو جبيرة أو ضمادة ضغط,ارتداء دعامة للجزء المصاب لتثبيت الكسر أو التواء,المنزل/العيادة,حسب الحالة,الصحة,105,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-106,DOM-HEALTH,استبدال ضمادة أو جلدة أو لاصق طبي,إزالة الضمادة القديمة ووضع ضمادة نظيفة على الجرح,المنزل/العيادة,حسب الجرح,الصحة، النظافة الشخصية,106,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-107,DOM-HEALTH,تنظيف جرح أو قرحة في المنزل,غسل الجرح بالماء والصابون أو المحلول المعقم وتنشيفه,المنزل,يوميًا/حسب الجرح,الصحة، النظافة الشخصية,107,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-108,DOM-HEALTH,وضع كريم أو مرهم على جرح أو حروق,دهن مضاد حيوي أو كريم حروق على المنطقة المصابة,المنزل,حسب الجرح,الصحة,108,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-109,DOM-HEALTH,استخدام كمادات باردة أو ساخنة,وضع كمادات ثلج أو ماء دافئ على منطقة متورمة أو متيبسة,المنزل,عند الحاجة,الصحة,109,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-110,DOM-HEALTH,أداء تمارين علاجية في المنزل,ممارسة تمارين محددة من العلاج الطبيعي في المنزل بشكل منتظم,المنزل,يوميًا,الصحة، النشاط البدني,110,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-111,DOM-HEALTH,أداء تمارين تنفسية أو تأهيل رئة,ممارسة تمارين التنفس العميق لتحسين وظائف الرئة,المنزل,يوميًا,الصحة,111,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-112,DOM-HEALTH,أداء تمارين تقوية عضلية,رفع أوزان خفيفة أو استخدام أحزمة مقاومة لتقوية العضلات,المنزل,يوميًا,الصحة، النشاط البدني,112,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-113,DOM-HEALTH,أداء تمارين توازن وتناسق,ممارسة تمارين الوقوف على رجل واحدة أو استخدام كرة التوازن,المنزل,يوميًا,الصحة، النشاط البدني,113,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-114,DOM-HEALTH,تسجيل يوميات الألم والأعراض,كتابة مستوى الألم والأعراض اليومية في دفتر أو تطبيق,المنزل,يوميًا,الصحة، إدارة المنزل,114,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-115,DOM-HEALTH,تسجيل يوميات النوم,تدوين ساعات النوم والاستيقاظ وجودة النوم,المنزل,يوميًا,الصحة، النوم,115,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-116,DOM-HEALTH,تسجيل يوميات الطعام والحمية,تدوين الوجبات والسعرات الحرارية والماء المستهلك,المنزل,يوميًا,الصحة، المطبخ,116,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-117,DOM-HEALTH,تسجيل يوميات الدورة الشهرية,تدوين موعد الدورة والأعراض المصاحبة في التقويم,المنزل,شهريًا,الصحة، النظافة الشخصية,117,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-118,DOM-HEALTH,تسجيل يوميات الحمل,تدوين تطورات الحمل والأعراض والمواعيد الطبية,المنزل,أسبوعيًا,الصحة، رعاية الطفل,118,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-119,DOM-HEALTH,تسجيل تطورات نمو الطفل,تدوين الوزن والطول والمهارات الجديدة للطفل,المنزل,شهريًا,الصحة، رعاية الطفل، النمو والتطور,119,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-120,DOM-HEALTH,غسل وتعقيم أدوات القياس,تنظيف جهاز ضغط الدم أو جهاز السكر بالماء والصابون أو الكحول,المنزل,أسبوعيًا,الصحة، النظافة,120,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-121,DOM-HEALTH,تسجيل قراءات الضغط أو السكر,كتابة نتائج القياسات في دفتر أو تطبيق للمتابعة,المنزل,حسب الجدول,الصحة، إدارة المنزل,121,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-122,DOM-HEALTH,تخزين الأدوية في الثلاجة أو الخزانة,حفظ الأدوية التي تتطلب تبريد أو بيئة جافة في مكانها المناسب,المنزل,بعد الشراء,الصحة، إدارة المنزل,122,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-123,DOM-HEALTH,التخلص من الأدوية منتهية الصلاحية,جمع الأدوية الفاسدة وإعادتها للصيدلية أو التخلص الآمن منها,المنزل/الصيدلية,موسميًا,الصحة، البيئة,123,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-124,DOM-HEALTH,إحضار طعام أو احتياجات لمريض مقيم,نقل الطعام أو الملابس أو الاحتياجات الشخصية للمريض في المستشفى,المستشفى,يوميًا/أسبوعيًا,الصحة، رعاية الأسرة,124,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-125,DOM-HEALTH,استلام مريض من المستشفى بعد العملية,الذهاب للمستشفى لإنهاء إجراءات خروج المريض ونقله للمنزل,المستشفى,بعد العملية,الصحة، التنقل، رعاية الأسرة,125,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-126,DOM-HEALTH,ترتيب سرير أو غرفة لمريض في المنزل,تجهيز سرير مناسب ووسائل الراحة للمريض في غرفة بالمنزل,المنزل,عند الحاجة,الصحة، إدارة المنزل,126,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-127,DOM-HEALTH,مساعدة مريض على تناول الدواء أو الطعام,تقديم الدواء أو الطعام للمريض ومساعدته على البلع,المنزل,حسب الحالة,الصحة، رعاية الأسرة,127,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-128,DOM-HEALTH,مساعدة مريض على الحركة أو الذهاب للحمام,مساعدة المريض على الوقوف أو المشي أو استخدام الحمام,المنزل,حسب الحالة,الصحة، رعاية الأسرة,128,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-129,DOM-HEALTH,مراقبة العلامات الحيوية لمريض في المنزل,قياس الحرارة والضغط والنبض للمريض في البيت بشكل دوري,المنزل,حسب الحالة,الصحة، رعاية الأسرة,129,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-130,DOM-HEALTH,زيارة مريض في المستشفى,الذهاب للمستشفى لزيارة مريض مقيم والاطمئنان عليه,المستشفى,أسبوعيًا/يوميًا,الصحة، العلاقات الأسرية,130,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-131,DOM-HEALTH,موعد استشارة ثانية أو رأي طبي ثانٍ,زيارة طبيب آخر للتحقق من التشخيص أو خطة العلاج,العيادة,عند الحاجة,الصحة,131,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-132,DOM-HEALTH,أرشفة التقارير الطبية والأشعة,ترتيب الملفات الطبية والأشعة القديمة في ملف منظم,المنزل,سنويًا,إدارة المنزل، الصحة,132,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-133,DOM-HEALTH,تحديث ملف التأمين الصحي,مراجعة بيانات التأمين وإضافة أفراد أو تعديل البيانات,المنزل/شركة التأمين,سنويًا,الإدارة المالية، الصحة,133,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-134,DOM-HEALTH,تجديد بطاقة التأمين أو الاشتراك,دفع قيمة التجديد للحفاظ على تغطية التأمين الصحي,شركة التأمين,سنويًا,الإدارة المالية، الصحة,134,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-135,DOM-HEALTH,دفع رسوم المشاركة التأمينية,دفع نسبة المشاركة المطلوبة عند الزيارة أو الصيدلية,العيادة/الصيدلية,عند الاستخدام,الإدارة المالية، الصحة,135,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-136,DOM-HEALTH,طلب تقرير طبي للعمل أو المدرسة,طلب كتابة تقرير طبي رسمي يوضح الحالة الصحية,العيادة,عند الحاجة,الصحة، العمل/التعليم,136,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-137,DOM-HEALTH,طلب إجازة مرضية,طلب كتابة إجازة مرضية من الطبيب للغياب عن العمل أو الدراسة,العيادة,عند الحاجة,الصحة، العمل/التعليم,137,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-138,DOM-HEALTH,تسليم إجازة مرضية للعمل أو المدرسة,تقديم الورقة الطبية للجهة المختصة لتبرير الغياب,العمل/المدرسة,بعد الزيارة,الصحة، العمل/التعليم,138,معتمد مبدئيًا,Pasted text(52).txt
HEALTH-139,DOM-HEALTH,إبلاغ المدرسة أو العمل بمرض الطفل,إخبار المسؤولين عن غياب الطفل بسبب المرض,الهاتف/المدرسة,عند الحاجة,الصحة، رعاية الطفل، التعليم,139,معتمد مبدئيًا,Pasted text(52).txt
HOME-001,DOM-HOME,ترتيب غرفة النوم,ترتيب السرير والمفروشات وتنظيم الأغراض الشخصية في غرفة النوم,غرفة النوم,يوميًا,النوم، النظافة الشخصية,1,معتمد مبدئيًا,Pasted text(49).txt
HOME-002,DOM-HOME,ترتيب غرفة المعيشة,تنظيم الكنب والوسائد والطاولات وترتيب الأغراض المتناثرة,غرفة المعيشة,يوميًا,العلاقات الأسرية، الاسترخاء,2,معتمد مبدئيًا,Pasted text(49).txt
HOME-003,DOM-HOME,تنظيف الأرضيات بالمكنسة الكهربائية,شفط الأتربة والغبار من أرضيات المنزل المختلفة,جميع الغرف,أسبوعيًا,النظافة المنزلية,3,معتمد مبدئيًا,Pasted text(49).txt
HOME-004,DOM-HOME,كنس الأرضيات بالمكنسة اليدوية,كنس الأرضيات بالمكنسة والجاروف لإزالة الأتربة والفتات,جميع الغرف,يوميًا,النظافة المنزلية,4,معتمد مبدئيًا,Pasted text(49).txt
HOME-005,DOM-HOME,مسح الأسطح بالممسحة,مسح أرضيات السيراميك والرخام بالماء والمنظفات,جميع الغرف,أسبوعيًا,النظافة المنزلية,5,معتمد مبدئيًا,Pasted text(49).txt
HOME-006,DOM-HOME,ترتيب الأحذية في المدخل,تنظيم أزواج الأحذية في الخزانة أو الرف المخصص عند المدخل,مدخل المنزل,يوميًا,المظهر الشخصي، التنظيم,6,معتمد مبدئيًا,Pasted text(49).txt
HOME-007,DOM-HOME,ترتيب الكتب في المكتبة أو الرفوف,إعادة ترتيب الكتب حسب الحجم أو الموضوع وإزالة الغبار,المكتبة/الرفوف,شهريًا,التعليم، التنظيم,7,معتمد مبدئيًا,Pasted text(49).txt
HOME-008,DOM-HOME,ترتيب الأغراض الشخصية,تنظيم المحافظ والمفاتيح والنظارات والهواتف في أماكنها المخصصة,غرفة النوم/المدخل,يوميًا,النظافة الشخصية,8,معتمد مبدئيًا,Pasted text(49).txt
HOME-009,DOM-HOME,إخراج القمامة إلى الحاوية الخارجية,نقل أكياس القمامة من داخل المنزل إلى الحاوية الخارجية,المنزل/الخارج,يوميًا,البيئة، النظافة المنزلية,9,معتمد مبدئيًا,Pasted text(49).txt
HOME-010,DOM-HOME,تغيير كيس القمامة,وضع كيس جديد في سلة المهملات بعد إخراج الممتلئ,جميع الغرف,عند الامتلاء,النظافة المنزلية,10,معتمد مبدئيًا,Pasted text(49).txt
HOME-011,DOM-HOME,تنظيف النوافذ من الداخل والخارج,غسل زجاج النوافذ وإطاراتها لإزالة الغبار والبقع,جميع الغرف,شهريًا,النظافة المنزلية,11,معتمد مبدئيًا,Pasted text(49).txt
HOME-012,DOM-HOME,ترتيب مدخل المنزل,تنظيم المظلات والأحذية وترتيب ديكور المدخل,مدخل المنزل,يوميًا,الضيافة، المظهر العام,12,معتمد مبدئيًا,Pasted text(49).txt
HOME-013,DOM-HOME,سقي النباتات المنزلية,ري النباتات الداخلية بالماء المناسب حسب احتياج كل نبات,الشرفة/النوافذ/الغرف,يوميًا/أسبوعيًا,البيئة، المسؤولية,13,معتمد مبدئيًا,Pasted text(49).txt
HOME-014,DOM-HOME,تنظيف الشرفة أو البلكونة,كنس ومسح أرضية الشرفة وإزالة الغبار من الأثاث الخارجي,الشرفة/البلكونة,أسبوعيًا,النظافة المنزلية,14,معتمد مبدئيًا,Pasted text(49).txt
HOME-015,DOM-HOME,تجهيز المنزل لاستقبال ضيوف,ترتيب الغرف وإعداد الضيافة وتنظيف الحمامات قبل وصول الزوار,جميع الغرف,عند الزيارات,العلاقات الاجتماعية، الضيافة,15,معتمد مبدئيًا,Pasted text(49).txt
