card_id,opportunity_id,why,before_start,participation_steps,make_it_easier,participation_levels,indicators,whats_next,support_notes,status,source_file
SHOP-054-CARD002,SHOP-054-OP002,ليساهم بخطوة عملية تكمل عملية المسح.,اعرض عليه منطقة الوزن على الماكينة.,وضع كل منتج ممسوح في منطقة الوزن.,رافقه في وضع أول منتج كمثال.,المساعدة في الوضع، الوضع بمفرده، وضع كل المنتجات.,يضع المنتج في المكان الصحيح بثقة متزايدة.,الانتقال إلى إتمام عملية الدفع الآلي واستلام الإيصال.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-054-CARD003,SHOP-054-OP003,ليختم عملية الشراء بخطوة أخيرة يشارك فيها بنفسه.,اعرض عليه شاشة الدفع النهائية.,اتباع خطوات الدفع على الشاشة، استلام الإيصال.,رافقه أول مرة لمعرفة تسلسل الشاشات.,المساعدة في المتابعة، المتابعة بمفرده، الدفع واستلام الإيصال بثقة.,يتابع خطوات الشاشة بثبات متزايد.,المشتريات جاهزة للعودة بها للمنزل.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-055-CARD001,SHOP-055-OP001,ليمارس تواصلًا مباشرًا خلال مهمة تخص أوراق الأسرة.,جهّز معه جملة بسيطة للطلب.,التوجه للكاشير، طلب الفاتورة الضريبية.,جهّز بطاقة مكتوبة بالطلب إن كان التحدث صعبًا.,المرافقة أثناء الطلب، الطلب بمساعدتك، الطلب بمفرده.,يطلب الفاتورة بثقة متزايدة.,الانتقال إلى تقديم البيانات المطلوبة.,بطاقة طلب مكتوبة مسبقًا.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-055-CARD002,SHOP-055-OP002,ليساهم في مهمة توثيق بسيطة تخص فاتورة الأسرة.,جهّز البيانات المطلوبة مكتوبة معه.,تسليم البيانات المكتوبة للكاشير.,استخدم بطاقة بيانات جاهزة الكتابة مسبقًا.,المساعدة في التقديم، التقديم بمفرده، التسليم الكامل.,يقدّم البيانات بثقة متزايدة.,الانتقال إلى استلام الفاتورة والاحتفاظ بها.,بطاقة بيانات مكتوبة مسبقًا.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-055-CARD003,SHOP-055-OP003,ليختم المهمة بمسؤولية بسيطة تخص أوراق الأسرة.,حدد مكانًا لحفظ الفاتورة.,استلام الفاتورة، وضعها في مكانها المخصص.,استخدم ملفًا ثابتًا للفواتير.,المساعدة في الاستلام، الاستلام بمفرده، الحفظ الكامل في الملف.,يحفظ الفاتورة في مكانها الصحيح دون تذكير.,الفاتورة محفوظة وجاهزة عند الحاجة.,ملف ثابت للفواتير.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-056-CARD001,SHOP-056-OP001,ليساهم في مهمة تنظيمية بسيطة قبل الخروج من المتجر.,اشرح له فكرة توزيع الوزن على كلتا اليدين.,توزيع الأكياس بين يديه بشكل متوازن.,استخدم أكياسًا خفيفة موزّعة على عدد أكبر.,المساعدة في التوزيع، التوزيع الجزئي، التوزيع الكامل.,يوزّع الأكياس بتوازن متزايد.,الانتقال إلى حمل الأكياس حتى المخرج.,أكياس خفيفة موزّعة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-056-CARD002,SHOP-056-OP002,ليساهم بجهد بدني ملموس أثناء الخروج من المتجر.,تأكد أن المسافة للمخرج مناسبة لقدرته.,حمل الأكياس، السير بها حتى المخرج.,خذ استراحة قصيرة إن كانت المسافة طويلة.,المساعدة في الحمل، حمل جزء من المسافة، الحمل الكامل حتى المخرج.,يحمل الأكياس بثبات لمسافة أطول تدريجيًا.,الانتقال إلى إعادة عربة التسوق إلى المكان المخصص.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-056-CARD003,SHOP-056-OP003,ليختم رحلة التسوق بمسؤولية بسيطة تجاه المتجر.,حدد له مكان تجمع العربات.,دفع العربة الفارغة، وضعها في مكانها المخصص.,رافقه أول مرة لمعرفة المكان.,المساعدة في الإعادة، الإعادة بمفرده، الإعادة الكاملة بثقة.,يعيد العربة لمكانها الصحيح دون تذكير.,الانتقال إلى نقل المشتريات إلى صندوق السيارة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-057-CARD001,SHOP-057-OP001,ليساهم بخطوة عملية بسيطة تسبق تحميل المشتريات.,جهّز مفتاح السيارة في متناول يده.,الضغط على زر فتح الصندوق أو رفعه يدويًا.,استخدم زر فتح آلي بسيط إن توفر.,المساعدة في الفتح، الفتح بمفرده، الفتح الكامل بثقة.,يفتح الصندوق بثبات دون صعوبة.,الانتقال إلى نقل الأكياس من العربة إلى الصندوق.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-057-CARD002,SHOP-057-OP002,ليساهم بجهد بدني ملموس يشعره بالمساعدة الحقيقية.,تأكد أن الأكياس ليست ثقيلة جدًا لحملها.,حمل كل كيس، نقله من العربة للصندوق.,اطلب منه نقل كيس واحد في كل مرة.,المساعدة في النقل، نقل كيس واحد، نقل كل الأكياس.,ينقل الأكياس بثبات دون إسقاطها.,الانتقال إلى إغلاق الصندوق بإحكام.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-057-CARD003,SHOP-057-OP003,ليختم المهمة بخطوة أخيرة تحافظ على أمان المشتريات.,تأكد أن كل الأكياس داخل الصندوق.,دفع باب الصندوق حتى يُغلق بإحكام.,رافقه أول مرة لمعرفة القوة المناسبة للدفع.,المساعدة في الإغلاق، الإغلاق بمفرده، التحقق من الإغلاق أيضًا.,يغلق الصندوق بإحكام دون تكرار المحاولة.,الانتقال إلى ترتيب المشتريات في السيارة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-058-CARD001,SHOP-058-OP001,ليساهم في مهمة سلامة بسيطة تحمي المشتريات أثناء الطريق.,اشرح له فكرة تثبيت الأكياس بجانب بعضها.,ترتيب الأكياس بشكل متلاصق يمنع انزلاقها.,استخدم حواف الصندوق كدعامة للأكياس.,المساعدة في التأمين، التأمين الجزئي، التأمين الكامل.,يرتب الأكياس بثبات متزايد.,الانتقال إلى عزل الأشياء القابلة للكسر كزجاجات الزيت.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-058-CARD002,SHOP-058-OP002,ليساهم في مهمة سلامة بسيطة تحمي المنتجات الهشة.,حدد له المنتجات القابلة للكسر.,فصل هذه المنتجات، وضعها في مكان منفصل وآمن.,استخدم كيسًا منفصلًا للقطع الهشة.,المساعدة في العزل، العزل الجزئي، العزل الكامل.,يعزل المنتجات الهشة بثبات دون تذكير متكرر.,الانتقال إلى وضع الأغراض الخفيفة في الأعلى.,كيس منفصل للقطع الهشة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-058-CARD003,SHOP-058-OP003,ليختم ترتيب المشتريات بخطوة تحافظ على سلامتها.,اشرح له فكرة الخفيف أعلى الثقيل.,حمل الأغراض الخفيفة، وضعها في الأعلى.,رافقه في ترتيب أول كيسين كمثال.,المساعدة في الوضع، الوضع الجزئي، الوضع الكامل.,يضع الخفيف أعلى بثبات متزايد.,الانطلاق معًا نحو المنزل بالمشتريات المرتبة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-059-CARD001,SHOP-059-OP001,ليساهم بجهد بدني ملموس عند الوصول للمنزل.,افتح صندوق السيارة معًا.,حمل كل كيس، إخراجه من الصندوق.,اطلب منه حمل كيس واحد في كل مرة.,المساعدة في الحمل، حمل كيس واحد، حمل كل الأكياس.,يحمل الأكياس بثبات دون إسقاطها.,الانتقال إلى التأكد من عدم نسيان أي غرض داخل السيارة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-059-CARD002,SHOP-059-OP002,ليساهم في مهمة تحقق بسيطة تخص المشتريات.,اطلب منه النظر داخل الصندوق والمقاعد.,فحص السيارة، إخبارك إن وجد أي غرض متبقٍّ.,ركّز على مكان واحد في كل مرة (الصندوق ثم المقاعد).,المراقبة معك، الفحص بمساعدة، الفحص بمفرده.,يفحص السيارة بثقة متزايدة.,الانتقال إلى إغلاق السيارة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-059-CARD003,SHOP-059-OP003,ليختم مسؤولية بسيطة تخص أمان سيارة الأسرة.,جهّز مفتاح السيارة في متناول يده.,الضغط على زر الإغلاق أو إغلاق الأبواب يدويًا.,استخدم زر إغلاق آلي بسيط إن توفر.,المساعدة في الإغلاق، الإغلاق بمفرده، التحقق من الإغلاق أيضًا.,يغلق السيارة بثبات ويتحقق منها.,الانتقال إلى إدخال المشتريات إلى المنزل.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-060-CARD001,SHOP-060-OP001,ليبدأ خطوة العودة للمنزل بمشاركة عملية.,جهّز مفتاح المنزل في متناول يده.,إدخال المفتاح، فتح الباب.,استخدم مفتاحًا بمقبض كبير سهل الإمساك.,المساعدة في الفتح، الفتح بمفرده، الفتح الكامل بثقة.,يفتح الباب بثبات دون صعوبة.,الانتقال إلى نقل الأكياس إلى المطبخ أو أماكن التخزين.,مفتاح بمقبض كبير.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-060-CARD002,SHOP-060-OP002,ليساهم بجهد بدني ملموس أثناء الدخول للمنزل.,حدد له طريق المطبخ من الباب.,حمل الأكياس، نقلها للمطبخ.,اطلب منه نقل كيس واحد في كل مرة.,المساعدة في النقل، نقل كيس واحد، نقل كل الأكياس.,ينقل الأكياس بثبات دون إسقاطها.,الانتقال إلى وضع الأكياس على طاولة الفرز.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-060-CARD003,SHOP-060-OP003,ليختم رحلة العودة بترتيب المشتريات لبدء الفرز.,أفسح مساحة واضحة على الطاولة.,حمل كل كيس، وضعه على الطاولة.,رتّب الأكياس بترتيب منظم على الطاولة.,المساعدة في الوضع، الوضع بمفرده، الترتيب الكامل.,يضع الأكياس بثبات دون تكديس عشوائي.,الانتقال إلى تفريغ محتويات الأكياس.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-061-CARD001,SHOP-061-OP001,ليساهم في مهمة عملية تسبق تخزين المشتريات.,أفسح مساحة واسعة على الطاولة.,فتح كل كيس، إخراج المنتجات منه.,اطلب منه تفريغ كيس واحد في كل مرة.,المساعدة في الإخراج، الإخراج الجزئي، الإخراج الكامل.,يخرج المنتجات بثبات دون إسقاطها.,الانتقال إلى فرز المشتريات بناءً على مكان تخزينها.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-061-CARD002,SHOP-061-OP002,ليمارس مهمة تصنيف بسيطة وممتعة.,حدد فئات بسيطة (ثلاجة/خزانة/حمام).,فحص كل منتج، وضعه في مجموعته الصحيحة.,استخدم مناطق ثابتة على الطاولة لكل فئة.,المساعدة في الفرز، فرز فئة واحدة، فرز كل الفئات.,يميّز بين الفئات بدقة متزايدة.,الانتقال إلى عزل المنتجات التي تحتاج للتبريد الفوري.,مناطق فرز ثابتة على الطاولة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-061-CARD003,SHOP-061-OP003,ليساهم في مهمة تحافظ على جودة المنتجات الطازجة.,حدد له المنتجات الطازجة (لحوم، ألبان).,فصل هذه المنتجات، وضعها جانبًا للتبريد الفوري.,استخدم مكانًا ثابتًا لهذه المنتجات قرب الثلاجة.,المساعدة في العزل، العزل الجزئي، العزل الكامل.,يعزل المنتجات الطازجة بثبات متزايد.,الانتقال إلى ترتيب المشتريات في الثلاجة.,مكان ثابت قرب الثلاجة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-062-CARD001,SHOP-062-OP001,ليساهم في مهمة بسيطة تفيد البيئة والمنزل معًا.,حدد الأكياس القابلة لإعادة الاستخدام.,طي كل كيس، تجميعها معًا.,أرِه طريقة الطي مرة واحدة كمثال.,المساعدة في الطي، الطي الجزئي، الطي الكامل.,يطوي الأكياس بثبات متزايد.,الانتقال إلى تجميع الأغلفة البلاستيكية والورقية الزائدة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-062-CARD002,SHOP-062-OP002,ليساهم في ترتيب المنزل بعد التسوق.,جهّز كيسًا لتجميع الأغلفة الزائدة.,جمع كل غلاف، وضعه في الكيس.,اطلب منه جمع غلاف واحد في كل مرة.,المساعدة في التجميع، التجميع الجزئي، التجميع الكامل.,يجمع الأغلفة بثبات دون تذكير متكرر.,الانتقال إلى رمي الأغلفة التالفة في سلة المهملات.,كيس تجميع مخصص.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-062-CARD003,SHOP-062-OP003,ليختم مهمة التخلص من الأغلفة بخطوة أخيرة.,حدد له مكان سلة المهملات.,حمل الأغلفة، رميها في السلة.,ضع سلة المهملات قريبة من طاولة الفرز.,المساعدة في الرمي، الرمي بمفرده، الرمي الكامل.,يرمي الأغلفة بثبات دون تذكير.,طاولة الفرز نظيفة ومرتبة من جديد.,سلة مهملات قريبة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-063-CARD001,SHOP-063-OP001,ليساهم في مهمة نظافة بسيطة تسبق تخزين الطعام.,جهّز قطعة قماش نظيفة.,تمرير القماش على كل عبوة قبل إدخالها.,استخدم منديلًا مبللًا جاهزًا.,المساعدة في المسح، مسح عبوة واحدة، مسح كل العبوات.,يمسح العبوات بثبات دون تذكير متكرر.,الانتقال إلى ترتيب المنتجات على الرفوف المناسبة.,مناديل مبللة جاهزة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-063-CARD002,SHOP-063-OP002,ليساهم في مهمة تنظيمية بسيطة تخص طعام الأسرة.,حدد له الرفوف المخصصة لكل نوع.,حمل كل منتج، وضعه في رفه المناسب.,ضع ملصقات بسيطة على الرفوف.,المساعدة في الترتيب، ترتيب رف واحد، ترتيب كل الرفوف.,يضع المنتجات في مكانها الصحيح دون تذكير متكرر.,الانتقال إلى تنظيم الخضار والفواكه في الأدراج المخصصة.,ملصقات تصنيف على الرفوف.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-063-CARD003,SHOP-063-OP003,ليختم ترتيب الثلاجة بلمسة أخيرة منظمة.,حدد له الدرج المخصص للخضار والفواكه.,حمل كل صنف، وضعه في الدرج المناسب.,افصل الخضار عن الفواكه في جهتين من الدرج.,المساعدة في التنظيم، التنظيم الجزئي، التنظيم الكامل.,يفصل الأصناف بدقة متزايدة.,الثلاجة مرتبة وجاهزة لاستخدام يومي.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-064-CARD001,SHOP-064-OP001,ليساهم في مهمة تنظيمية بسيطة تخص مؤن الأسرة.,حدد له الرفوف المخصصة لهذه المنتجات.,حمل كل علبة أو كيس، وضعه في مكانه.,ضع ملصقات بسيطة على الرفوف.,المساعدة في الترتيب، ترتيب رف واحد، ترتيب كل الرفوف.,يضع المنتجات في مكانها الصحيح دون تذكير متكرر.,الانتقال إلى وضع المنتجات الأحدث في الخلف لدعم استهلاك القديم.,ملصقات تصنيف على الرفوف.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-064-CARD002,SHOP-064-OP002,ليساهم في مهمة تحافظ على عدم هدر الطعام.,"اشرح له فكرة ""القديم أولًا"".",تحريك المنتجات القديمة للأمام، وضع الجديدة خلفها.,ابدأ برف واحد كمثال قبل التوسع.,المساعدة في الترتيب، الترتيب الجزئي، الترتيب الكامل.,يرتب المنتجات وفق هذا المبدأ بثقة متزايدة.,المخزن مرتب وجاهز لاستخدام يومي.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-065-CARD001,SHOP-065-OP001,ليساهم في مهمة تنظيمية بسيطة تخص أدوات المنزل.,حدد له مكان خزانة أدوات التنظيف.,حمل كل عبوة منظف، نقلها للخزانة.,اطلب منه نقل عبوة واحدة في كل مرة.,المساعدة في النقل، نقل عبوة واحدة، نقل كل العبوات.,ينقل العبوات بثبات دون إسقاطها.,الانتقال إلى ترتيب العبوات بشكل آمن ومغلق.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-065-CARD002,SHOP-065-OP002,ليساهم في مهمة سلامة بسيطة تخص المنزل.,اعرض عليه طريقة فحص إغلاق الغطاء.,التحقق من إغلاق كل عبوة، ترتيبها في الخزانة.,ابدأ بعبوة واحدة كمثال.,المراقبة معك، الترتيب بمساعدة، الترتيب بمفرده.,يتحقق من الإغلاق ويرتب بثقة متزايدة.,الانتقال إلى التأكد من إبعادها عن المواد الغذائية.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-065-CARD003,SHOP-065-OP003,ليختم المهمة بمسؤولية سلامة تخص صحة الأسرة.,اشرح له أهمية الفصل بين المنظفات والطعام.,التحقق من عدم وجود منظفات قرب الطعام في المنزل.,خصص خزانتين منفصلتين تمامًا.,المراقبة معك، التحقق بمساعدة، التحقق بمفرده.,يتحقق من الفصل بثقة متزايدة.,المنظفات مخزّنة بأمان بعيدًا عن الطعام.,خزانتان منفصلتان.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-066-CARD001,SHOP-066-OP001,ليساهم في تجهيز مستلزماته الشخصية بنفسه.,حدد الحمامات التي تحتاج تجهيزًا.,حمل كل عبوة، توزيعها في الحمام المناسب.,اطلب منه توزيع حمام واحد في كل مرة.,المساعدة في التوزيع، التوزيع الجزئي، التوزيع الكامل.,يوزّع العبوات بثبات متزايد.,الانتقال إلى ترتيب الأدوات الاحتياطية في خزانة الحمام.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-066-CARD002,SHOP-066-OP002,ليختم المهمة برؤية خزانة حمام مرتبة وجاهزة.,حدد له الرف المخصص للاحتياطي.,حمل الأدوات الاحتياطية، وضعها في مكانها.,استخدم رفًا بأماكن ثابتة لكل نوع.,المساعدة في الترتيب، الترتيب الجزئي، الترتيب الكامل.,يضع الأدوات في مكانها الصحيح دون تذكير متكرر.,أدوات العناية الشخصية جاهزة للاستخدام.,رف بأماكن ثابتة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-067-CARD001,SHOP-067-OP001,ليساهم في تجهيز ملابسه الجديدة للاستخدام.,جهّز مقصًا آمنًا إن لزم إزالة البطاقات.,إزالة كل بطاقة أو غلاف عن القطعة.,استخدم بطاقات ذات خيط سهل السحب.,المساعدة في الإزالة، الإزالة الجزئية، الإزالة الكاملة.,يزيل البطاقات بثبات دون إتلاف القماش.,الانتقال إلى تعليق الملابس على الشماعات.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-067-CARD002,SHOP-067-OP002,ليساهم في ترتيب ملابسه الجديدة بنفسه.,تأكد من إمكانية الوصول لقضيب التعليق.,أخذ شماعة مناسبة، تعليق القطعة عليها.,خفض قضيب التعليق ليكون في متناول يده.,المساعدة في التعليق، تعليق قطعة واحدة، تعليق كل القطع.,يعلّق القطع بثبات دون سقوطها.,الانتقال إلى ترتيب الملابس الجديدة في الخزانة.,قضيب تعليق بارتفاع قابل للتعديل.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-067-CARD003,SHOP-067-OP003,ليختم المهمة برؤية خزانة مرتبة بملابسه الجديدة.,حدد له مكان قطع الملابس الجديدة في الخزانة.,حمل كل قطعة، وضعها في مكانها.,ضع ملابسه الجديدة في مقدمة الخزانة.,المساعدة في الترتيب، الترتيب الجزئي، الترتيب الكامل.,يضع الملابس في مكانها الصحيح دون تذكير متكرر.,الملابس الجديدة جاهزة للارتداء.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-068-CARD001,SHOP-068-OP001,ليساهم في مهمة تحقق بسيطة تخص مشتريات الأسرة.,جهّز الفاتورة والمشتريات في متناول يده.,قراءة كل بند، مطابقته مع المنتج الفعلي.,ركّز على بند واحد في كل مرة.,المساعدة في المطابقة، المطابقة الجزئية، المطابقة الكاملة.,يطابق البنود بدقة متزايدة.,الانتقال إلى التأكد من صحة الأسعار والعروض المحتسبة.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-068-CARD002,SHOP-068-OP002,ليختم مهمة المراجعة بخطوة تحقق مالي بسيطة.,جهّز آلة حاسبة صغيرة إن لزم.,مقارنة السعر المكتوب مع السعر على الرف أو الكوبون.,ركّز على منتج واحد للتحقق في كل مرة.,المساعدة في التحقق، التحقق بمفرده مع تأكيدك، التحقق الكامل بثقة.,يتحقق من الأسعار بثقة متزايدة.,الفاتورة مراجعة وموثوق بصحتها.,آلة حاسبة صغيرة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-069-CARD001,SHOP-069-OP001,ليساهم في مهمة توثيق تفيد إدارة مصروفات الأسرة.,جهّز الفاتورة والتطبيق أو الدفتر جاهزين.,قراءة المبلغ الإجمالي، إدخاله في التطبيق.,استخدم تطبيقًا بواجهة بسيطة وأزرار كبيرة.,المساعدة في الإدخال، الإدخال بمفرده، إدخال أكثر من فاتورة.,يدخل المبلغ بدقة متزايدة.,الانتقال إلى تصنيف المصروفات حسب الأقسام (طعام، تنظيف).,تطبيق مصروفات بواجهة بسيطة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-069-CARD002,SHOP-069-OP002,ليختم مهمة التسجيل بخطوة تنظيمية بسيطة.,حدد الفئات الرئيسية معه.,اختيار الفئة المناسبة لكل مبلغ في التطبيق.,استخدم رموزًا مصورة لكل فئة في التطبيق.,المساعدة في التصنيف، التصنيف بمفرده، التصنيف الكامل.,يصنف المبالغ بدقة متزايدة.,الميزانية محدّثة ومنظمة.,رموز مصورة للفئات.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-070-CARD001,SHOP-070-OP001,ليساهم في توثيق معلومة تفيد الأسرة لاحقًا.,جهّز قلمًا في متناول يده.,كتابة التاريخ على الإيصال، أو التأكد من وجوده مطبوعًا.,استخدم ختمًا بتاريخ جاهز إن توفر.,المساعدة في الكتابة، الكتابة بمفرده، التحقق من التاريخ المطبوع أيضًا.,يكتب أو يتحقق من التاريخ بثقة متزايدة.,الانتقال إلى إيداع الإيصال في الملف المخصص للضمانات.,ختم تاريخ جاهز عند التوفر.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-070-CARD002,SHOP-070-OP002,ليختم المهمة بمسؤولية بسيطة تخص أوراق الأسرة.,حدد له الملف المخصص للضمانات.,حمل الإيصال، وضعه في الملف.,استخدم ملفًا بلون مميز للضمانات.,المساعدة في الإيداع، الإيداع بمفرده، الإيداع الكامل.,يودع الإيصال في مكانه الصحيح دون تذكير.,الإيصال محفوظ وجاهز عند الحاجة للضمان.,ملف بلون مميز للضمانات.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-071-CARD001,SHOP-071-OP001,ليمارس استخدام تطبيق بسيط يخص التسوق الرقمي.,افتح التطبيق أو الموقع معًا.,التنقل بين الأقسام، اختيار فلتر بسيط.,استخدم أزرار فلاتر كبيرة وواضحة.,المساعدة في التصفح، التصفح بمفرده، تطبيق الفلاتر أيضًا.,يتنقل بين الأقسام بثقة متزايدة.,الانتقال إلى البحث عن المنتجات المطلوبة.,واجهة تطبيق بأزرار واضحة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-071-CARD002,SHOP-071-OP002,ليمارس دورًا فعليًا في العثور على ما يحتاجه.,جهّز اسم المنتج المطلوب.,كتابة أو إملاء اسم المنتج في خانة البحث.,استخدم البحث الصوتي إن كان أسهل من الكتابة.,الإملاء لك، الكتابة بمساعدة، البحث بمفرده.,يبحث عن المنتج بثقة متزايدة.,الانتقال إلى استعراض صور المنتج.,خاصية البحث الصوتي عند التوفر.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-071-CARD003,SHOP-071-OP003,ليساهم في تقييم المنتج قبل اتخاذ قرار الشراء.,افتح صفحة المنتج معًا.,التمرير بين الصور، ملاحظة التفاصيل.,كبّر الصور لرؤية أوضح إن أمكن.,المراقبة معك، التمرير بمساعدة، التمرير بمفرده.,يستعرض الصور بثقة متزايدة.,الانتقال إلى إضافة منتجات إلى سلة التسوق الرقمية.,خاصية تكبير الصور.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-072-CARD001,SHOP-072-OP001,ليساهم في قرار بسيط يخص كمية الشراء.,حدد معه الكمية المطلوبة.,الضغط على أزرار زيادة أو تقليل الكمية.,استخدم أزرار كبيرة وواضحة للزيادة والنقصان.,المساعدة في التحديد، التحديد بمفرده، التأكيد النهائي أيضًا.,يحدد الكمية الصحيحة بثقة متزايدة.,الانتقال إلى اختيار الخيارات (اللون، المقاس).,أزرار كمية كبيرة وواضحة.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-072-CARD002,SHOP-072-OP002,ليعبّر عن تفضيلاته في اختياره الرقمي.,اعرض عليه الخيارات المتاحة على الشاشة.,الضغط على الخيار المفضل (لون أو مقاس).,حدد له عددًا قليلًا من الخيارات لتقليل التشتت.,الإشارة للخيار، الاختيار من بين خيارين، الاختيار الكامل بمفرده.,يعبّر عن تفضيله بوضوح متزايد.,"الانتقال إلى النقر على زر ""إضافة للسلة"".",لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-072-CARD003,SHOP-072-OP003,ليختم اختياره بخطوة عملية بسيطة تكمل عملية التسوق.,حدد له مكان الزر على الشاشة.,"الضغط على زر ""إضافة للسلة"".",كبّر حجم الزر إن أمكن على الشاشة.,المساعدة في الضغط، الضغط بمفرده، التحقق من الإضافة أيضًا.,يضغط الزر بثقة متزايدة.,المنتج مضاف للسلة، والانتقال لمنتج آخر أو إتمام الشراء.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-073-CARD001,SHOP-073-OP001,ليساهم في جمع معلومة تفيد قرار الشراء.,افتح قسم التقييمات معًا.,قراءة تعليق أو اثنين، مناقشة الرأي معك.,ركّز على تقييم واحد قصير في كل مرة.,المساعدة في القراءة، القراءة بمفرده، مناقشة الرأي معك أيضًا.,يقرأ التعليق ويعبّر عن رأيه بثقة متزايدة.,الانتقال إلى فحص الصور المرفقة من المستخدمين.,لا يتطلب أدوات دعم إضافية.,معتمد مبدئيًا,Pasted text (3)(4).txt
SHOP-073-CARD002,SHOP-073-OP002,ليساهم في تقييم بصري للمنتج قبل الشراء.,افتح قسم صور المستخدمين معًا.,التمرير بين الصور، ملاحظة الفرق عن صور المتجر.,كبّر الصور لرؤية أوضح إن أمكن.,المراقبة معك، التمرير بمساعدة، التمرير بمفرده.,يلاحظ الفروقات بثقة متزايدة.,الانتقال إلى اتخاذ قرار الشراء بناءً على المراجعات.,خاصية تكبير الصور.,معتمد مبدئيًا,Pasted text (3)(4).txt
