opportunity_id,event_id,opportunity_name_ar,display_order,future_participation_level,safety_mode,status,source_file,participation_level,role_scope,organization_demand,variation_demand,classification_reason,review_required
HEALTH-088-OP001,HEALTH-088,مرافقة الطفل لعيادة التطعيم,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-089-OP001,HEALTH-089,تجهيز دفتر التطعيمات الخاص بالطفل للزيارة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-090-OP001,HEALTH-090,أخذ اللقاحات المحددة قبل موعد السفر,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-091-OP001,HEALTH-091,إجراء الفحوصات الطبية المحددة من شركة التأمين,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-092-OP001,HEALTH-092,إحضار استمارة الفحص الرياضي للطبيب لتعبئتها,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-093-OP001,HEALTH-093,التوجه للعيادة للكشف على مكان الإصابة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-094-OP001,HEALTH-094,الاتصال بخدمة الرعاية المنزلية لطلب الزيارة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-095-OP001,HEALTH-095,الاتصال برقم الطوارئ وتحديد الموقع بدقة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,advanced,advanced,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,false
HEALTH-096-OP001,HEALTH-096,إحضار حقيبة الإسعافات الأولية,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-097-OP001,HEALTH-097,مساعدة المصاب للوصول للسيارة والتوجه للمستشفى,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
HEALTH-098-OP001,HEALTH-098,إحضار ميزان الحرارة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-098-OP002,HEALTH-098,قياس الحرارة وقراءة النتيجة,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,advanced,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متوسط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-099-OP001,HEALTH-099,وضع الأصابع على المعصم لعد النبض,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-100-OP001,HEALTH-100,وضع جهاز قياس الأكسجين في الإصبع,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-100-OP002,HEALTH-100,قراءة النسبة المعروضة,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-101-OP001,HEALTH-101,رج البخاخ قبل الاستخدام,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-101-OP002,HEALTH-101,استنشاق الجرعة المحددة,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-102-OP001,HEALTH-102,وضع الدواء في كأس الجهاز,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
HEALTH-102-OP002,HEALTH-102,ارتداء القناع وتشغيل الجهاز,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-103-OP001,HEALTH-103,التحكم بأزرار السرير لرفع أو خفض مسند الظهر,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-104-OP001,HEALTH-104,إحضار المشاية أو العكاز للاستخدام,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-105-OP001,HEALTH-105,ارتداء الضمادة الضاغطة أو الحمالة حسب التعليمات,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,simple,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف متوسط.,false
HEALTH-106-OP001,HEALTH-106,إزالة اللاصق القديم,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-106-OP002,HEALTH-106,وضع اللاصق الجديد على الجرح,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-107-OP001,HEALTH-107,مسح الجرح بالمسحة الطبية أو المعقم,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-108-OP001,HEALTH-108,دهن المرهم برفق على المنطقة المطلوبة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-109-OP001,HEALTH-109,إحضار الكمادة وتطبيقها على مكان الألم,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-110-OP001,HEALTH-110,تجهيز البساط الرياضي لأداء التمارين,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-111-OP001,HEALTH-111,النفخ في جهاز تمرين التنفس (Spirometer),1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-112-OP001,HEALTH-112,استخدام شريط المقاومة أو الأوزان الخفيفة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-113-OP001,HEALTH-113,الوقوف على سطح التوازن (أو ساق واحدة) لثوان معدودة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-114-OP001,HEALTH-114,تدوين مستوى الألم من 1 إلى 10 في الدفتر,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-115-OP001,HEALTH-115,كتابة وقت الخلود للنوم ووقت الاستيقاظ,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-116-OP001,HEALTH-116,كتابة محتويات الوجبة في الدفتر أو التطبيق,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-117-OP001,HEALTH-117,وضع علامة في التقويم لتحديد أيام الدورة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,simple,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف متوسط.,false
HEALTH-118-OP001,HEALTH-118,تدوين موعد الزيارة القادمة للطبيب,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-119-OP001,HEALTH-119,تسجيل وزن وطول الطفل الجديد في الدفتر,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-120-OP001,HEALTH-120,مسح جهاز السكر أو الضغط بمنديل معقم,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-121-OP001,HEALTH-121,كتابة الرقم الذي ظهر على الجهاز في دفتر المتابعة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-122-OP001,HEALTH-122,وضع الأدوية التي تحتاج تبريد في باب الثلاجة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-123-OP001,HEALTH-123,جمع الأدوية المنتهية في كيس واحد للتخلص منها,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-124-OP001,HEALTH-124,تجهيز الحقيبة بالاحتياجات,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-124-OP002,HEALTH-124,حمل الحقيبة وتسليمها للمريض في المستشفى,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-125-OP001,HEALTH-125,مساعدة المريض في حمل حقيبته والخروج للسيارة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,simple,moderate,moderate,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
HEALTH-126-OP001,HEALTH-126,تجهيز السرير بالوسائد المريحة للمريض,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-127-OP001,HEALTH-127,إحضار صينية الطعام للمريض,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-127-OP002,HEALTH-127,مناولة كوب الماء مع الدواء,2,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-128-OP001,HEALTH-128,إسناد المريض للوقوف والمشي,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,advanced,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متقدم.,false
HEALTH-129-OP001,HEALTH-129,قياس درجة حرارة المريض بانتظام وتدوينها,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-130-OP001,HEALTH-130,التوجه للمستشفى في أوقات الزيارة للسلام على المريض,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HEALTH-131-OP001,HEALTH-131,أخذ التقارير القديمة للطبيب الجديد,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-132-OP001,HEALTH-132,ترتيب الأوراق الطبية في الملف حسب التاريخ,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,moderate,moderate,moderate,تطابقت الأبعاد الثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف متوسط.,false
HEALTH-133-OP001,HEALTH-133,إرفاق صورة الهوية الجديدة لتحديث بيانات التأمين,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-134-OP001,HEALTH-134,استلام بطاقة التأمين الجديدة بعد التجديد,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-135-OP001,HEALTH-135,دفع نسبة التحمل لموظف الاستقبال بالعيادة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-136-OP001,HEALTH-136,طلب التقرير من الطبيب في نهاية الزيارة,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-137-OP001,HEALTH-137,طلب إجازة مرضية من الطبيب للتقديمها لجهة العمل,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HEALTH-138-OP001,HEALTH-138,تقديم الإجازة المرضية لمسؤول الموارد البشرية أو شؤون الطلاب,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HEALTH-139-OP001,HEALTH-139,إجراء مكالمة هاتفية أو إرسال رسالة للمدرسة للإبلاغ عن غياب الطفل,1,,,معتمد مبدئيًا,Pasted text (3)(5).txt,moderate,advanced,moderate,simple,حالة حدودية: اختلفت الأبعاد الثلاثة (حجم الدور متقدم، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط)، واعتُمد المستوى المتوسط للمراجعة.,true
HOME-001-OP001,HOME-001,ترتيب السرير والمخدات.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-001-OP002,HOME-001,جمع الملابس المتناثرة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-001-OP003,HOME-001,إعادة الأغراض الشخصية لأماكنها.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-001-OP004,HOME-001,إغلاق أو فتح الستائر.,4,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-002-OP001,HOME-002,جمع الوسائد وتنسيقها.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,advanced,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-002-OP002,HOME-002,ترتيب الطاولة الوسطية.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-002-OP003,HOME-002,إعادة الأجهزة (أجهزة التحكم) إلى أماكنها.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,advanced,advanced,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متقدم، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
HOME-002-OP004,HOME-002,جمع الأكواب الفارغة.,4,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-002-OP005,HOME-002,ترتيب المجلات أو الكتب.,5,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-003-OP001,HOME-003,إحضار المكنسة وتجهيزها.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-003-OP002,HOME-003,توصيل القابس بالكهرباء.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-003-OP003,HOME-003,تمرير المكنسة في المساحات المفتوحة.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-003-OP004,HOME-003,تفريغ خزان المكنسة بعد الانتهاء.,4,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-004-OP001,HOME-004,إحضار المكنسة والجاروف.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-004-OP002,HOME-004,تجميع الأتربة في مكان واحد.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-004-OP003,HOME-004,سحب الأتربة بالجاروف.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-004-OP004,HOME-004,تفريغ الجاروف في سلة المهملات.,4,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-005-OP001,HOME-005,تعبئة الدلو بالماء.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-005-OP002,HOME-005,عصر الممسحة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-005-OP003,HOME-005,تمرير الممسحة على الأرضية.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-005-OP004,HOME-005,تفريغ ماء الدلو بعد الانتهاء.,4,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-006-OP001,HOME-006,جمع الأحذية المبعثرة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-006-OP002,HOME-006,مطابقة أزواج الأحذية.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-006-OP003,HOME-006,ترتيب الأحذية على الرفوف المخصصة.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-007-OP001,HOME-007,جمع الكتب المتناثرة.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,simple,simple,تطابقت الأبعاد الثلاثة: حجم الدور بسيط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-007-OP002,HOME-007,مسح الغبار عن الرفوف.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-007-OP003,HOME-007,إعادة الكتب وتصفيفها بشكل عمودي.,3,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,moderate,moderate,moderate,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم متوسط، الاختيار والتكيف بسيط.,false
HOME-008-OP001,HOME-008,تجميع المحافظ والمفاتيح.,1,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,moderate,simple,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور متوسط، الترابط والتنظيم بسيط، الاختيار والتكيف بسيط.,false
HOME-008-OP002,HOME-008,وضع الأغراض في الأدراج أو السلال المخصصة.,2,,,بطاقة مشاركة مطلوبة,Pasted text (3)(3).txt,simple,simple,advanced,simple,اعتُمد مستوى بُعدين من ثلاثة: حجم الدور بسيط، الترابط والتنظيم متقدم، الاختيار والتكيف بسيط.,false
